"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Целый день","Напоминание вкл / выкл","Дата напоминания","Время напоминания","Организатор собрания","Обязательные участники","Необязательные участники","Ресурсы собрания","В это время","Важность","Категории","Место","Описание","Пометка","Расстояние","Способ оплаты","Частное"
"Прикладная физическая культура. С/3 Фрезер","2019.09.26","8:30:00","2019.09.26","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.03","8:30:00","2019.10.03","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.10","8:30:00","2019.10.10","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.17","8:30:00","2019.10.17","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.24","8:30:00","2019.10.24","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.31","8:30:00","2019.10.31","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.07","8:30:00","2019.11.07","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.14","8:30:00","2019.11.14","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.21","8:30:00","2019.11.21","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.28","8:30:00","2019.11.28","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.12.05","8:30:00","2019.12.05","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.12.12","8:30:00","2019.12.12","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.12.19","8:30:00","2019.12.19","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.09.12","10:20:00","2019.09.12","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.09.19","10:20:00","2019.09.19","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.09.26","10:20:00","2019.09.26","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.03","10:20:00","2019.10.03","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.10","10:20:00","2019.10.10","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.17","10:20:00","2019.10.17","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.24","10:20:00","2019.10.24","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.10.31","10:20:00","2019.10.31","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.07","10:20:00","2019.11.07","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.14","10:20:00","2019.11.14","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.21","10:20:00","2019.11.21","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.11.28","10:20:00","2019.11.28","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.12.05","10:20:00","2019.12.05","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.12.12","10:20:00","2019.12.12","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Прикладная физическая культура. С/3 Фрезер","2019.12.19","10:20:00","2019.12.19","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.09.12","14:10:00","2019.09.12","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.09.19","14:10:00","2019.09.19","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.09.26","14:10:00","2019.09.26","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.10.03","14:10:00","2019.10.03","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.10.10","14:10:00","2019.10.10","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.10.17","14:10:00","2019.10.17","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.10.24","14:10:00","2019.10.24","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.10.31","14:10:00","2019.10.31","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.11.07","14:10:00","2019.11.07","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Начертательная геометрия и инженерная графика. ИГ-4","2019.11.14","14:10:00","2019.11.14","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Суринов В.В","Обычный",,,"Ложь"
"Математика. 0308","2019.09.06","12:20:00","2019.09.06","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.09.13","12:20:00","2019.09.13","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.09.20","12:20:00","2019.09.20","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.09.27","12:20:00","2019.09.27","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.10.04","12:20:00","2019.10.04","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.10.11","12:20:00","2019.10.11","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.10.18","12:20:00","2019.10.18","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.10.25","12:20:00","2019.10.25","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.11.01","12:20:00","2019.11.01","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0308","2019.11.08","12:20:00","2019.11.08","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.09.06","14:10:00","2019.09.06","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.09.13","14:10:00","2019.09.13","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.09.20","14:10:00","2019.09.20","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.09.27","14:10:00","2019.09.27","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.10.04","14:10:00","2019.10.04","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.10.11","14:10:00","2019.10.11","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.10.18","14:10:00","2019.10.18","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.10.25","14:10:00","2019.10.25","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.11.01","14:10:00","2019.11.01","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.11.08","14:10:00","2019.11.08","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.11.15","14:10:00","2019.11.15","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 0408","2019.11.22","14:10:00","2019.11.22","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Глубоков А.В","Обычный",,,"Ложь"
"История: история России. 505","2019.11.15","12:20:00","2019.11.15","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Павельева Т.Ю","Обычный",,,"Ложь"
"История: история России. 505","2019.11.22","12:20:00","2019.11.22","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Павельева Т.Ю","Обычный",,,"Ложь"
"История: история России. 505","2019.11.29","12:20:00","2019.11.29","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Павельева Т.Ю","Обычный",,,"Ложь"
"История: история России. 505","2019.12.06","12:20:00","2019.12.06","14:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Павельева Т.Ю","Обычный",,,"Ложь"
"Введение в специальность. 312","2019.11.01","16:00:00","2019.11.01","17:40:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 312","2019.11.08","16:00:00","2019.11.08","17:40:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 312","2019.11.15","16:00:00","2019.11.15","17:40:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 312","2019.11.22","16:00:00","2019.11.22","17:40:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 312","2019.11.29","16:00:00","2019.11.29","17:40:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Глубоков А.В","Обычный",,,"Ложь"
"Введение в специальность. 312","2019.12.06","16:00:00","2019.12.06","17:40:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Глубоков А.В","Обычный",,,"Ложь"
"Математика. Фрезер 312","2019.12.20","8:30:00","2019.12.20","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Иванова О.К","Обычный",,,"Ложь"
"Математика. Фрезер 312","2019.12.20","10:20:00","2019.12.20","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","Иванова О.К","Обычный",,,"Ложь"
"Введение в специальность. ТехП 20(А)","2019.09.20","8:30:00","2019.09.20","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Зернов А.М","Обычный",,,"Ложь"
"Введение в специальность. ТехП 20(А)","2019.10.04","8:30:00","2019.10.04","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Зернов А.М","Обычный",,,"Ложь"
"Введение в специальность. ТехП 20(А)","2019.10.18","8:30:00","2019.10.18","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Зернов А.М","Обычный",,,"Ложь"
"Введение в специальность. ТехП 20(Б)","2019.09.27","8:30:00","2019.09.27","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Зернов А.М","Обычный",,,"Ложь"
"Введение в специальность. ТехП 20(Б)","2019.10.11","8:30:00","2019.10.11","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Зернов А.М","Обычный",,,"Ложь"
"Введение в специальность. ТехП 20(Б)","2019.10.25","8:30:00","2019.10.25","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Зернов А.М","Обычный",,,"Ложь"
"Иностранный язык","2019.09.07","8:30:00","2019.09.07","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.14","8:30:00","2019.09.14","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.21","8:30:00","2019.09.21","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.28","8:30:00","2019.09.28","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.05","8:30:00","2019.10.05","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.12","8:30:00","2019.10.12","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.19","8:30:00","2019.10.19","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.26","8:30:00","2019.10.26","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.11.02","8:30:00","2019.11.02","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.11.09","8:30:00","2019.11.09","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.11.16","8:30:00","2019.11.16","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.11.23","8:30:00","2019.11.23","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.11.30","8:30:00","2019.11.30","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.12.07","8:30:00","2019.12.07","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.12.14","8:30:00","2019.12.14","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.12.21","8:30:00","2019.12.21","10:10:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.07","10:20:00","2019.09.07","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.14","10:20:00","2019.09.14","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.21","10:20:00","2019.09.21","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.09.28","10:20:00","2019.09.28","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.05","10:20:00","2019.10.05","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.12","10:20:00","2019.10.12","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.19","10:20:00","2019.10.19","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Иностранный язык","2019.10.26","10:20:00","2019.10.26","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Семинар","","Обычный",,,"Ложь"
"Математика. 0411","2019.12.14","10:20:00","2019.12.14","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Математика. 0411","2019.12.21","10:20:00","2019.12.21","12:00:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лекция","Виноградова Ю.А","Обычный",,,"Ложь"
"Физика. 419(А)","2019.09.14","12:20:00","2019.09.14","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(А)","2019.09.28","12:20:00","2019.09.28","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(А)","2019.10.12","12:20:00","2019.10.12","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(А)","2019.10.26","12:20:00","2019.10.26","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(Б)","2019.09.21","12:20:00","2019.09.21","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(Б)","2019.10.05","12:20:00","2019.10.05","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(Б)","2019.10.19","12:20:00","2019.10.19","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
"Физика. 419(Б)","2019.11.02","12:20:00","2019.11.02","15:50:00","Ложь","Ложь",,,,,,,"2","Низкая",,"Лаба","Кулиш С.М","Обычный",,,"Ложь"
